"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-08",10,104
"Bradford","E08000032","Upper tier local authority","2020-04-08",45,400
"Brent","E09000005","Upper tier local authority","2020-04-08",42,942
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-08",19,195
"Bristol, City of","E06000023","Upper tier local authority","2020-04-08",28,286
"Bromley","E09000006","Upper tier local authority","2020-04-08",42,692
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-08",31,447
"Bury","E08000002","Upper tier local authority","2020-04-08",14,207
"Calderdale","E08000033","Upper tier local authority","2020-04-08",9,122
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-08",22,348
"Camden","E09000007","Upper tier local authority","2020-04-08",20,395
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-08",16,242
"Cheshire East","E06000049","Upper tier local authority","2020-04-08",32,341
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-08",28,365
"City of London","E09000001","Upper tier local authority","2020-04-08",2,13
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-08",16,257
"County Durham","E06000047","Upper tier local authority","2020-04-08",52,532
"Coventry","E08000026","Upper tier local authority","2020-04-08",10,355
"Croydon","E09000008","Upper tier local authority","2020-04-08",55,914
"Cumbria","E10000006","Upper tier local authority","2020-04-08",87,1115
"Darlington","E06000005","Upper tier local authority","2020-04-08",20,107
"Derby","E06000015","Upper tier local authority","2020-04-08",11,328
"Derbyshire","E10000007","Upper tier local authority","2020-04-08",43,674
"Devon","E10000008","Upper tier local authority","2020-04-08",10,317
"Doncaster","E08000017","Upper tier local authority","2020-04-08",10,196
"Dorset","E06000059","Upper tier local authority","2020-04-08",17,173
"Dudley","E08000027","Upper tier local authority","2020-04-08",14,400
"Ealing","E09000009","Upper tier local authority","2020-04-08",36,646
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-08",18,187
"East Sussex","E10000011","Upper tier local authority","2020-04-08",18,289
"Enfield","E09000010","Upper tier local authority","2020-04-08",28,461
"Essex","E10000012","Upper tier local authority","2020-04-08",89,1405
"Gateshead","E08000037","Upper tier local authority","2020-04-08",44,357
"Gloucestershire","E10000013","Upper tier local authority","2020-04-08",58,552
"Greenwich","E09000011","Upper tier local authority","2020-04-08",21,429
"Hackney","E09000012","Upper tier local authority","2020-04-08",17,455
"Halton","E06000006","Upper tier local authority","2020-04-08",14,174
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-08",19,356
"Hampshire","E10000014","Upper tier local authority","2020-04-08",86,1465
"Haringey","E09000014","Upper tier local authority","2020-04-08",13,364
"Harrow","E09000015","Upper tier local authority","2020-04-08",26,592
"Hartlepool","E06000001","Upper tier local authority","2020-04-08",6,65
"Havering","E09000016","Upper tier local authority","2020-04-08",31,395
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-08",5,90
"Hertfordshire","E10000015","Upper tier local authority","2020-04-08",85,1316
"Hillingdon","E09000017","Upper tier local authority","2020-04-08",18,449
"Hounslow","E09000018","Upper tier local authority","2020-04-08",22,435
"Isle of Wight","E06000046","Upper tier local authority","2020-04-08",5,44
"Islington","E09000019","Upper tier local authority","2020-04-08",11,305
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-08",18,330
"Kent","E10000016","Upper tier local authority","2020-04-08",101,1397
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-08",9,91
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-08",21,267
"Kirklees","E08000034","Upper tier local authority","2020-04-08",23,301
"Knowsley","E08000011","Upper tier local authority","2020-04-08",18,256
"Lambeth","E09000022","Upper tier local authority","2020-04-08",30,825
"Lancashire","E10000017","Upper tier local authority","2020-04-08",99,1365
"Leeds","E08000035","Upper tier local authority","2020-04-08",66,606
"Leicester","E06000016","Upper tier local authority","2020-04-08",20,320
"Leicestershire","E10000018","Upper tier local authority","2020-04-08",18,461
"Lewisham","E09000023","Upper tier local authority","2020-04-08",22,639
"Lincolnshire","E10000019","Upper tier local authority","2020-04-08",15,405
"Liverpool","E08000012","Upper tier local authority","2020-04-08",74,787
"Luton","E06000032","Upper tier local authority","2020-04-08",36,324
"Manchester","E08000003","Upper tier local authority","2020-04-08",45,562
"Medway","E06000035","Upper tier local authority","2020-04-08",22,333
"Merton","E09000024","Upper tier local authority","2020-04-08",14,454
"Middlesbrough","E06000002","Upper tier local authority","2020-04-08",5,237
"Milton Keynes","E06000042","Upper tier local authority","2020-04-08",11,268
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-08",30,500
"Newham","E09000025","Upper tier local authority","2020-04-08",35,678
"Norfolk","E10000020","Upper tier local authority","2020-04-08",57,541
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-08",4,67
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-08",11,87
"North Somerset","E06000024","Upper tier local authority","2020-04-08",4,100
"North Tyneside","E08000022","Upper tier local authority","2020-04-08",18,274
"North Yorkshire","E10000023","Upper tier local authority","2020-04-08",33,424
"Northamptonshire","E10000021","Upper tier local authority","2020-04-08",33,649
"Northumberland","E06000057","Upper tier local authority","2020-04-08",35,322
"Nottingham","E06000018","Upper tier local authority","2020-04-08",16,271
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-08",30,592
"Oldham","E08000004","Upper tier local authority","2020-04-08",13,294
"Oxfordshire","E10000025","Upper tier local authority","2020-04-08",61,760
"Peterborough","E06000031","Upper tier local authority","2020-04-08",5,102
"Plymouth","E06000026","Upper tier local authority","2020-04-08",4,119
"Portsmouth","E06000044","Upper tier local authority","2020-04-08",11,151
"Reading","E06000038","Upper tier local authority","2020-04-08",12,161
"Redbridge","E09000026","Upper tier local authority","2020-04-08",29,457
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-08",9,258
"Rochdale","E08000005","Upper tier local authority","2020-04-08",18,237
"Rotherham","E08000018","Upper tier local authority","2020-04-08",21,308
"Rutland","E06000017","Upper tier local authority","2020-04-08",1,9
"Salford","E08000006","Upper tier local authority","2020-04-08",12,324
"Sandwell","E08000028","Upper tier local authority","2020-04-08",34,504
"Sefton","E08000014","Upper tier local authority","2020-04-08",32,421
"Sheffield","E08000019","Upper tier local authority","2020-04-08",48,1198
"Shropshire","E06000051","Upper tier local authority","2020-04-08",18,216
"Slough","E06000039","Upper tier local authority","2020-04-08",8,207
"Solihull","E08000029","Upper tier local authority","2020-04-08",14,305
"Somerset","E10000027","Upper tier local authority","2020-04-08",13,168
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-08",28,192
"South Tyneside","E08000023","Upper tier local authority","2020-04-08",19,187
"Southampton","E06000045","Upper tier local authority","2020-04-08",13,225
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-08",5,201
"Southwark","E09000028","Upper tier local authority","2020-04-08",40,859
"St. Helens","E08000013","Upper tier local authority","2020-04-08",16,340
"Staffordshire","E10000028","Upper tier local authority","2020-04-08",49,796
"Stockport","E08000007","Upper tier local authority","2020-04-08",26,400
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-08",11,176
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-08",19,155
"Suffolk","E10000029","Upper tier local authority","2020-04-08",37,412
"Sunderland","E08000024","Upper tier local authority","2020-04-08",51,545
"Surrey","E10000030","Upper tier local authority","2020-04-08",79,1354
"Sutton","E09000029","Upper tier local authority","2020-04-08",29,393
"Swindon","E06000030","Upper tier local authority","2020-04-08",15,135
"Tameside","E08000008","Upper tier local authority","2020-04-08",25,254
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-08",6,124
"Thurrock","E06000034","Upper tier local authority","2020-04-08",17,179
"Torbay","E06000027","Upper tier local authority","2020-04-08",3,71
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-08",21,443
"Trafford","E08000009","Upper tier local authority","2020-04-08",30,331
"Wakefield","E08000036","Upper tier local authority","2020-04-08",30,303
"Walsall","E08000030","Upper tier local authority","2020-04-08",19,512
"Waltham Forest","E09000031","Upper tier local authority","2020-04-08",20,483
"Wandsworth","E09000032","Upper tier local authority","2020-04-08",25,677
"Warrington","E06000007","Upper tier local authority","2020-04-08",38,284
"Warwickshire","E10000031","Upper tier local authority","2020-04-08",30,572
"West Berkshire","E06000037","Upper tier local authority","2020-04-08",5,141
"West Sussex","E10000032","Upper tier local authority","2020-04-08",24,395
"Westminster","E09000033","Upper tier local authority","2020-04-08",14,453
"Wigan","E08000010","Upper tier local authority","2020-04-08",15,268
"Wiltshire","E06000054","Upper tier local authority","2020-04-08",11,213
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-08",3,135
"Wirral","E08000015","Upper tier local authority","2020-04-08",48,465
"Wokingham","E06000041","Upper tier local authority","2020-04-08",12,154
"Wolverhampton","E08000031","Upper tier local authority","2020-04-08",32,405
"Worcestershire","E10000034","Upper tier local authority","2020-04-08",41,580
"York","E06000014","Upper tier local authority","2020-04-08",10,112
"England","E92000001","Country","2020-04-07",4349,59245
"West Midlands","E12000005","Region","2020-04-07",390,6374
"East of England","E12000006","Region","2020-04-07",363,4874
"North West","E12000002","Region","2020-04-07",711,8598
"East Midlands","E12000004","Region","2020-04-07",203,3522
"South West","E12000009","Region","2020-04-07",215,2635
"London","E12000007","Region","2020-04-07",862,15811
"Yorkshire and The Humber","E12000003","Region","2020-04-07",396,4342
"North East","E12000001","Region","2020-04-07",345,3150
"South East","E12000008","Region","2020-04-07",660,7694
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-07",22,279
"Barnet","E09000003","Upper tier local authority","2020-04-07",44,834
"Barnsley","E08000016","Upper tier local authority","2020-04-07",22,277
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-07",8,90
"Bedford","E06000055","Upper tier local authority","2020-04-07",16,173
"Bexley","E09000004","Upper tier local authority","2020-04-07",39,369
"Birmingham","E08000025","Upper tier local authority","2020-04-07",84,1651
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-07",13,116
"Blackpool","E06000009","Upper tier local authority","2020-04-07",10,107
"Bolton","E08000001","Upper tier local authority","2020-04-07",21,269
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-07",19,169
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-07",11,94
"Bradford","E08000032","Upper tier local authority","2020-04-07",43,355
"Brent","E09000005","Upper tier local authority","2020-04-07",27,900
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-07",14,176
"Bristol, City of","E06000023","Upper tier local authority","2020-04-07",21,258
"Bromley","E09000006","Upper tier local authority","2020-04-07",36,650
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-07",37,416
"Bury","E08000002","Upper tier local authority","2020-04-07",12,193
"Calderdale","E08000033","Upper tier local authority","2020-04-07",6,113
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-07",23,326
"Camden","E09000007","Upper tier local authority","2020-04-07",19,375
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-07",16,226
"Cheshire East","E06000049","Upper tier local authority","2020-04-07",28,309
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-07",30,337
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-07",14,241
"County Durham","E06000047","Upper tier local authority","2020-04-07",62,480
"Coventry","E08000026","Upper tier local authority","2020-04-07",22,345
"Croydon","E09000008","Upper tier local authority","2020-04-07",42,859
"Cumbria","E10000006","Upper tier local authority","2020-04-07",72,1028
"Darlington","E06000005","Upper tier local authority","2020-04-07",11,87
"Derby","E06000015","Upper tier local authority","2020-04-07",14,317
"Derbyshire","E10000007","Upper tier local authority","2020-04-07",36,631
"Devon","E10000008","Upper tier local authority","2020-04-07",25,307
"Doncaster","E08000017","Upper tier local authority","2020-04-07",8,186
"Dorset","E06000059","Upper tier local authority","2020-04-07",9,156
"Dudley","E08000027","Upper tier local authority","2020-04-07",19,386
"Ealing","E09000009","Upper tier local authority","2020-04-07",42,610
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-07",20,169
"East Sussex","E10000011","Upper tier local authority","2020-04-07",28,271
"Enfield","E09000010","Upper tier local authority","2020-04-07",21,433
"Essex","E10000012","Upper tier local authority","2020-04-07",91,1316
"Gateshead","E08000037","Upper tier local authority","2020-04-07",43,313
"Gloucestershire","E10000013","Upper tier local authority","2020-04-07",54,494
"Greenwich","E09000011","Upper tier local authority","2020-04-07",15,408
"Hackney","E09000012","Upper tier local authority","2020-04-07",26,438
"Halton","E06000006","Upper tier local authority","2020-04-07",12,160
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-07",21,337
"Hampshire","E10000014","Upper tier local authority","2020-04-07",115,1379
"Haringey","E09000014","Upper tier local authority","2020-04-07",21,351
"Harrow","E09000015","Upper tier local authority","2020-04-07",28,566
"Hartlepool","E06000001","Upper tier local authority","2020-04-07",11,59
"Havering","E09000016","Upper tier local authority","2020-04-07",33,364
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-07",3,85
"Hertfordshire","E10000015","Upper tier local authority","2020-04-07",74,1231
"Hillingdon","E09000017","Upper tier local authority","2020-04-07",27,431
"Hounslow","E09000018","Upper tier local authority","2020-04-07",22,413
"Isle of Wight","E06000046","Upper tier local authority","2020-04-07",2,39
"Islington","E09000019","Upper tier local authority","2020-04-07",11,294
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-07",18,312
"Kent","E10000016","Upper tier local authority","2020-04-07",113,1296
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-07",12,82
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-07",18,246
"Kirklees","E08000034","Upper tier local authority","2020-04-07",31,278
"Knowsley","E08000011","Upper tier local authority","2020-04-07",16,238
"Lambeth","E09000022","Upper tier local authority","2020-04-07",38,795
"Lancashire","E10000017","Upper tier local authority","2020-04-07",106,1266
"Leeds","E08000035","Upper tier local authority","2020-04-07",88,540
"Leicester","E06000016","Upper tier local authority","2020-04-07",22,300
"Leicestershire","E10000018","Upper tier local authority","2020-04-07",20,443
"Lewisham","E09000023","Upper tier local authority","2020-04-07",28,617
"Lincolnshire","E10000019","Upper tier local authority","2020-04-07",29,390
"Liverpool","E08000012","Upper tier local authority","2020-04-07",66,713
"Luton","E06000032","Upper tier local authority","2020-04-07",25,288
"Manchester","E08000003","Upper tier local authority","2020-04-07",53,517
"Medway","E06000035","Upper tier local authority","2020-04-07",34,311
"Merton","E09000024","Upper tier local authority","2020-04-07",17,440
"Middlesbrough","E06000002","Upper tier local authority","2020-04-07",24,232
"Milton Keynes","E06000042","Upper tier local authority","2020-04-07",20,257
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-07",40,470
"Newham","E09000025","Upper tier local authority","2020-04-07",40,643
"Norfolk","E10000020","Upper tier local authority","2020-04-07",50,484
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-07",3,63
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-07",5,76
"North Somerset","E06000024","Upper tier local authority","2020-04-07",3,96
"North Tyneside","E08000022","Upper tier local authority","2020-04-07",26,256
"North Yorkshire","E10000023","Upper tier local authority","2020-04-07",36,391
"Northamptonshire","E10000021","Upper tier local authority","2020-04-07",23,616
"Northumberland","E06000057","Upper tier local authority","2020-04-07",30,287
"Nottingham","E06000018","Upper tier local authority","2020-04-07",23,255
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-07",36,562
"Oldham","E08000004","Upper tier local authority","2020-04-07",20,281
"Oxfordshire","E10000025","Upper tier local authority","2020-04-07",71,699
"Peterborough","E06000031","Upper tier local authority","2020-04-07",9,97
"Plymouth","E06000026","Upper tier local authority","2020-04-07",7,115
"Portsmouth","E06000044","Upper tier local authority","2020-04-07",8,140
"Reading","E06000038","Upper tier local authority","2020-04-07",13,149
"Redbridge","E09000026","Upper tier local authority","2020-04-07",47,428
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-07",11,139
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-07",14,249
"Rochdale","E08000005","Upper tier local authority","2020-04-07",13,219
"Rotherham","E08000018","Upper tier local authority","2020-04-07",21,287
"Salford","E08000006","Upper tier local authority","2020-04-07",10,312
"Sandwell","E08000028","Upper tier local authority","2020-04-07",28,470
"Sefton","E08000014","Upper tier local authority","2020-04-07",39,389
"Sheffield","E08000019","Upper tier local authority","2020-04-07",55,1150
"Shropshire","E06000051","Upper tier local authority","2020-04-07",9,198
"Slough","E06000039","Upper tier local authority","2020-04-07",18,199
"Solihull","E08000029","Upper tier local authority","2020-04-07",18,291
"Somerset","E10000027","Upper tier local authority","2020-04-07",10,155
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-07",9,164
"South Tyneside","E08000023","Upper tier local authority","2020-04-07",19,168
"Southampton","E06000045","Upper tier local authority","2020-04-07",15,212
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-07",18,196
"Southwark","E09000028","Upper tier local authority","2020-04-07",43,819
"St. Helens","E08000013","Upper tier local authority","2020-04-07",28,324
"Staffordshire","E10000028","Upper tier local authority","2020-04-07",56,747
"Stockport","E08000007","Upper tier local authority","2020-04-07",28,374
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-07",19,165
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-07",11,136
"Suffolk","E10000029","Upper tier local authority","2020-04-07",27,375
"Sunderland","E08000024","Upper tier local authority","2020-04-07",49,494
"Surrey","E10000030","Upper tier local authority","2020-04-07",108,1275
"Sutton","E09000029","Upper tier local authority","2020-04-07",29,364
"Swindon","E06000030","Upper tier local authority","2020-04-07",17,120
"Tameside","E08000008","Upper tier local authority","2020-04-07",10,229
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-07",12,118
"Thurrock","E06000034","Upper tier local authority","2020-04-07",14,162
"Torbay","E06000027","Upper tier local authority","2020-04-07",6,68
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-07",16,422
"Trafford","E08000009","Upper tier local authority","2020-04-07",19,301
"Wakefield","E08000036","Upper tier local authority","2020-04-07",33,273
"Walsall","E08000030","Upper tier local authority","2020-04-07",33,493
"Waltham Forest","E09000031","Upper tier local authority","2020-04-07",19,463
"Wandsworth","E09000032","Upper tier local authority","2020-04-07",26,652
"Warrington","E06000007","Upper tier local authority","2020-04-07",31,246
"Warwickshire","E10000031","Upper tier local authority","2020-04-07",37,542
"West Berkshire","E06000037","Upper tier local authority","2020-04-07",11,136
"West Sussex","E10000032","Upper tier local authority","2020-04-07",23,371
"Westminster","E09000033","Upper tier local authority","2020-04-07",13,439
"Wigan","E08000010","Upper tier local authority","2020-04-07",24,253
"Wiltshire","E06000054","Upper tier local authority","2020-04-07",13,202
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-07",10,132
"Wirral","E08000015","Upper tier local authority","2020-04-07",50,417
"Wokingham","E06000041","Upper tier local authority","2020-04-07",9,142
"Wolverhampton","E08000031","Upper tier local authority","2020-04-07",15,373
"Worcestershire","E10000034","Upper tier local authority","2020-04-07",43,539
"York","E06000014","Upper tier local authority","2020-04-07",13,102
"England","E92000001","Country","2020-04-06",4178,54896
"West Midlands","E12000005","Region","2020-04-06",339,5984
"East of England","E12000006","Region","2020-04-06",376,4511
"North West","E12000002","Region","2020-04-06",809,7887
"East Midlands","E12000004","Region","2020-04-06",217,3319
"South West","E12000009","Region","2020-04-06",177,2420
"London","E12000007","Region","2020-04-06",802,14949
"Yorkshire and The Humber","E12000003","Region","2020-04-06",343,3946
"North East","E12000001","Region","2020-04-06",374,2805
"South East","E12000008","Region","2020-04-06",548,7034
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-06",11,257
"Barnet","E09000003","Upper tier local authority","2020-04-06",35,790
"Barnsley","E08000016","Upper tier local authority","2020-04-06",13,255
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-06",11,82
"Bedford","E06000055","Upper tier local authority","2020-04-06",14,157
"Bexley","E09000004","Upper tier local authority","2020-04-06",23,330
"Birmingham","E08000025","Upper tier local authority","2020-04-06",64,1567
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-06",10,103
"Blackpool","E06000009","Upper tier local authority","2020-04-06",6,97
"Bolton","E08000001","Upper tier local authority","2020-04-06",31,248
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-06",17,150
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-06",3,83
"Bradford","E08000032","Upper tier local authority","2020-04-06",44,312
"Brent","E09000005","Upper tier local authority","2020-04-06",36,873
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-06",9,162
"Bristol, City of","E06000023","Upper tier local authority","2020-04-06",13,237
"Bromley","E09000006","Upper tier local authority","2020-04-06",36,614
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-06",25,379
"Bury","E08000002","Upper tier local authority","2020-04-06",13,181
"Calderdale","E08000033","Upper tier local authority","2020-04-06",10,107
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-06",18,303
"Camden","E09000007","Upper tier local authority","2020-04-06",15,356
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-06",20,210
"Cheshire East","E06000049","Upper tier local authority","2020-04-06",33,281
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-06",31,307
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-06",19,227
"County Durham","E06000047","Upper tier local authority","2020-04-06",86,418
"Coventry","E08000026","Upper tier local authority","2020-04-06",25,323
"Croydon","E09000008","Upper tier local authority","2020-04-06",42,817
"Cumbria","E10000006","Upper tier local authority","2020-04-06",96,956
"Darlington","E06000005","Upper tier local authority","2020-04-06",21,76
"Derby","E06000015","Upper tier local authority","2020-04-06",2,303
"Derbyshire","E10000007","Upper tier local authority","2020-04-06",26,595
"Devon","E10000008","Upper tier local authority","2020-04-06",14,282
"Doncaster","E08000017","Upper tier local authority","2020-04-06",1,178
"Dorset","E06000059","Upper tier local authority","2020-04-06",12,147
"Dudley","E08000027","Upper tier local authority","2020-04-06",18,367
"Ealing","E09000009","Upper tier local authority","2020-04-06",29,568
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-06",20,149
"East Sussex","E10000011","Upper tier local authority","2020-04-06",19,243
"Enfield","E09000010","Upper tier local authority","2020-04-06",24,412
"Essex","E10000012","Upper tier local authority","2020-04-06",97,1225
"Gateshead","E08000037","Upper tier local authority","2020-04-06",42,270
"Gloucestershire","E10000013","Upper tier local authority","2020-04-06",35,440
"Greenwich","E09000011","Upper tier local authority","2020-04-06",35,393
"Hackney","E09000012","Upper tier local authority","2020-04-06",23,412
"Halton","E06000006","Upper tier local authority","2020-04-06",24,148
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-06",15,316
"Hampshire","E10000014","Upper tier local authority","2020-04-06",101,1264
"Haringey","E09000014","Upper tier local authority","2020-04-06",8,330
"Harrow","E09000015","Upper tier local authority","2020-04-06",25,538
"Hartlepool","E06000001","Upper tier local authority","2020-04-06",9,48
"Havering","E09000016","Upper tier local authority","2020-04-06",22,331
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-06",11,82
"Hertfordshire","E10000015","Upper tier local authority","2020-04-06",89,1157
"Hillingdon","E09000017","Upper tier local authority","2020-04-06",23,404
"Hounslow","E09000018","Upper tier local authority","2020-04-06",17,391
"Isle of Wight","E06000046","Upper tier local authority","2020-04-06",4,37
"Islington","E09000019","Upper tier local authority","2020-04-06",7,283
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-06",11,294
"Kent","E10000016","Upper tier local authority","2020-04-06",140,1183
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-06",15,70
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-06",13,228
"Kirklees","E08000034","Upper tier local authority","2020-04-06",28,247
"Knowsley","E08000011","Upper tier local authority","2020-04-06",31,222
"Lambeth","E09000022","Upper tier local authority","2020-04-06",40,757
"Lancashire","E10000017","Upper tier local authority","2020-04-06",114,1160
"Leeds","E08000035","Upper tier local authority","2020-04-06",55,452
"Leicester","E06000016","Upper tier local authority","2020-04-06",26,278
"Leicestershire","E10000018","Upper tier local authority","2020-04-06",31,423
"Lewisham","E09000023","Upper tier local authority","2020-04-06",44,589
"Lincolnshire","E10000019","Upper tier local authority","2020-04-06",37,361
"Liverpool","E08000012","Upper tier local authority","2020-04-06",51,647
"Luton","E06000032","Upper tier local authority","2020-04-06",28,263
"Manchester","E08000003","Upper tier local authority","2020-04-06",68,464
"Medway","E06000035","Upper tier local authority","2020-04-06",30,277
"Merton","E09000024","Upper tier local authority","2020-04-06",36,423
"Middlesbrough","E06000002","Upper tier local authority","2020-04-06",17,208
"Milton Keynes","E06000042","Upper tier local authority","2020-04-06",19,237
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-06",39,430
"Newham","E09000025","Upper tier local authority","2020-04-06",39,603
"Norfolk","E10000020","Upper tier local authority","2020-04-06",47,434
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-06",6,60
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-06",7,71
"North Somerset","E06000024","Upper tier local authority","2020-04-06",6,93
"North Tyneside","E08000022","Upper tier local authority","2020-04-06",32,230
"North Yorkshire","E10000023","Upper tier local authority","2020-04-06",33,355
"Northamptonshire","E10000021","Upper tier local authority","2020-04-06",44,593
"Northumberland","E06000057","Upper tier local authority","2020-04-06",28,257
"Nottingham","E06000018","Upper tier local authority","2020-04-06",21,232
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-06",30,526
"Oldham","E08000004","Upper tier local authority","2020-04-06",19,261
"Oxfordshire","E10000025","Upper tier local authority","2020-04-06",44,628
"Peterborough","E06000031","Upper tier local authority","2020-04-06",8,88
"Plymouth","E06000026","Upper tier local authority","2020-04-06",5,108
"Portsmouth","E06000044","Upper tier local authority","2020-04-06",10,132
"Reading","E06000038","Upper tier local authority","2020-04-06",3,136
"Redbridge","E09000026","Upper tier local authority","2020-04-06",26,381
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-06",9,128
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-06",11,235
"Rochdale","E08000005","Upper tier local authority","2020-04-06",10,206
"Rotherham","E08000018","Upper tier local authority","2020-04-06",8,266
"Salford","E08000006","Upper tier local authority","2020-04-06",28,302
"Sandwell","E08000028","Upper tier local authority","2020-04-06",23,442
"Sefton","E08000014","Upper tier local authority","2020-04-06",35,350
"Sheffield","E08000019","Upper tier local authority","2020-04-06",66,1095
"Shropshire","E06000051","Upper tier local authority","2020-04-06",11,189
"Slough","E06000039","Upper tier local authority","2020-04-06",9,181
"Solihull","E08000029","Upper tier local authority","2020-04-06",12,273
"Somerset","E10000027","Upper tier local authority","2020-04-06",16,145
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-06",9,155
"South Tyneside","E08000023","Upper tier local authority","2020-04-06",23,149
"Southampton","E06000045","Upper tier local authority","2020-04-06",9,197
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-06",19,178
"Southwark","E09000028","Upper tier local authority","2020-04-06",39,776
"St. Helens","E08000013","Upper tier local authority","2020-04-06",23,296
"Staffordshire","E10000028","Upper tier local authority","2020-04-06",40,691
"Stockport","E08000007","Upper tier local authority","2020-04-06",42,346
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-06",9,146
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-06",4,125
"Suffolk","E10000029","Upper tier local authority","2020-04-06",29,348
"Sunderland","E08000024","Upper tier local authority","2020-04-06",59,445
"Surrey","E10000030","Upper tier local authority","2020-04-06",81,1167
"Sutton","E09000029","Upper tier local authority","2020-04-06",24,335
